Seq. No.,2017 NAPCS Code,Title
1742,6711701,"Materials and supplies for electronic and electrical equipment, appliances, and component manufacturing"
1743,671170101,"Materials and supplies for electronic and electrical equipment, appliances, and component manufacturing"
1744,67117010101,Electrical and electronic plastic products
1745,67117010102,"Mineral wool products for industrial, equipment, and appliance insulation"
1746,67117010103,"Nonferrous wire, cord, and cable products"
1747,67117010105,Metal enclosures and wood housing products
1748,67117010106,Semiconductors and other electronic components
1749,67117010107,"Relays, industrial controls, and laser system products"
1750,67117010108,Miscellaneous materials and supplies for electronic and electrical equipment and component manufacturing
1751,67118,Materials and supplies for miscellaneous manufacturing
1752,6711801,Materials and supplies for miscellaneous manufacturing
1753,671180101,Materials and supplies for miscellaneous manufacturing
1754,67118010101,Materials and supplies for miscellaneous manufacturing
1755,67119,"Materials and supplies for agriculture, lawn and landscaping services"
1756,6711901,"Materials and supplies for agriculture, lawn and landscaping services"
1757,671190101,Livestock feed products
1758,67119010101,Livestock feed products
1759,671190102,Forage products
1760,67119010201,Maize for forage and silage
1761,67119010202,Hay for forage and silage
1762,67119010203,Other forage products
1763,671190103,"Fertilizer, soil improvement, and pesticide products"
1764,67119010301,"Fertilizer, soil improvement, and pesticide products"
1765,671190104,"Living plants, cut flowers and flower buds, flower seeds, and cut Christmas trees"
1766,67119010401,"Living plants, cut flowers and flower buds, flower seeds, and cut Christmas trees"
1767,671190105,Other animal products
1768,67119010501,Other animal products
1769,67120,Materials and supplies for construction and mining
1770,6712001,Materials and supplies for construction and mining
1771,671200101,Materials and supplies for building and structures (including mine) construction
1772,67120010101,"Structural metal, brick, block, and dimension stone, and structural wood used for construction"
1773,67120010102,"Roofing, siding, and insulation products"
1774,67120010103,Window and door products
1775,67120010104,"Interior wall-forming products, including partitions"
1776,67120010105,"Flooring, floor coverings, wall tiles, and wallpaper "
1777,67120010106,Wood kitchen and bathroom cabinet and counter products
1778,67120010107,"Plumbing, heating, and air-conditioning system products and commercial kitchen sheet metal products"
1779,67120010108,"Electrical, communication, and lighting system products"
1780,67120010109,"Building machinery system products, except appliances"
1781,67120010110,"Other building system products, nec."
1782,67120010111,Prefabricated buildings and components
1783,67120010112,"Paint, coating, sealant, and other related products"
1784,671200102,Other miscellaneous materials and supplies for construction and mining
1785,67120010201,"Nails, staples, tacks, spikes, and brads"
1786,67120010202,"Construction sand and gravel (run of pit or bank, washed, screened, or otherwise treated)"
1787,67120010203,"Materials and supplies for masonry construction, nec."
1788,67120010204,Materials and supplies for paving construction
1789,67120010205,"Materials and supplies for water, sewer, and irrigation system construction"
1790,67120010206,All other miscellaneous materials and supplies for construction and mining
1791,67121,"Miscellaneous materials and supplies, nec."
1792,6712101,"Miscellaneous materials and supplies, nec."
1793,671210101,Packaging and packing materials and supplies
1794,67121010101,Gift wrap products
1795,67121010102,Flexible packaging roll and sheet products
1796,67121010103,"Bag, pouch, and liner products"
1797,67121010104,"Shipping sacks and textile bags, except duffle bags"
1798,67121010105,"Boxes, crates, tubes, drums, and similar packaging, packing, and shipping products"
1799,67121010106,Pallets
1800,67121010107,"Bottles, jars, cans, and closures"
1801,67121010108,Foam and other protective packaging and packing products
1802,67121010109,"Rope, cordage and twine products"
1803,67121010110,Miscellaneous packaging and packing products
1804,671210102,Office and school supplies and related products
1805,67121010201,Paper office and school supplies
1806,67121010202,"Office and school supplies, except paper"
1807,671210103,Other miscellaneous materials and supplies
1808,67121010301,"Precision measuring tools (inspection, quality control, tool room, and machinists'), comparators, limit gauges, adjustable size, laser, pneumatic, electronic, and all other precision tools and parts."
1809,67121010302,"Cutting tools for metalworking machinery, hand and edge tools, saw blades, and handsaws"
1810,67121010303,"Personal safety equipment and clothing, industrial and nonindustrial"
1811,67121010304,Adhesives
1812,67121010305,"Chemical preparations, nec."
1813,67121010306,"Unlaminated plastics film, sheet, and shapes, except for packaging"
1814,67121010307,"Miscellaneous rubber and plastics products, nec."
1815,67121010308,"Miscellaneous metal products, nec."
1816,67121010309,"Ammunition and related products, nec."
1817,67121010310,"Leather, hides, and skins, finished and unfinished"
1818,67121010311,"All other miscellaneous materials and supplies, nec."
1819,672,Wholesaling services for material inputs and supplies to production
1820,67201,Wholesaling services for material inputs and supplies to production
1821,6720101,Wholesaling services for material inputs and supplies to production
1822,672010101,Wholesaling services for raw farm products used as inputs to food production
1823,67201010101,"Wholesaling services for raw farm products used in food production, except livestock and poultry"
1824,67201010102,Wholesaling services for livestock and poultry
1825,672010102,Wholesaling services for materials and supplies for tobacco manufacturing
1826,67201010201,Wholesaling services for materials and supplies for tobacco manufacturing
1827,672010103,Wholesaling services for materials and supplies for textile mills
1828,67201010301,Wholesaling services for materials and supplies for textile mills
1829,672010104,"Wholesaling services for materials and supplies for clothing, leather, and footwear manufacturing"
1830,67201010401,"Wholesaling services for materials and supplies for clothing, leather, and footwear manufacturing"
1831,672010105,Wholesaling services for materials and supplies for paper manufacturing
1832,67201010501,Wholesaling services for materials and supplies for paper manufacturing
1833,672010106,Wholesaling services for materials and supplies for printing processes
1834,67201010601,Wholesaling services for materials and supplies for printing processes
1835,672010107,Wholesaling services for crude oil and other petroleum products
1836,67201010701,Wholesaling services for crude oil and other petroleum products
1837,672010108,Wholesaling services for materials and supplies for chemical manufacturing
1838,67201010801,Wholesaling services for materials and supplies for chemical manufacturing
1839,672010109,Wholesaling services for materials and supplies for plastics and rubber products manufacturing
1840,67201010901,Wholesaling services for materials and supplies for plastics and rubber products manufacturing
1841,672010110,"Wholesaling services for materials and supplies for stone, clay, and glass products manufacturing"
1842,67201011001,"Wholesaling services for materials and supplies for stone, clay, and glass products manufacturing"
1843,672010111,"Wholesaling services for metals and ores, including scrap metal"
1844,67201011101,"Wholesaling services for metals and ores, including scrap metal"
1845,672010112,Wholesaling services for materials and supplies for fabricated metal manufacturing
1846,67201011201,Wholesaling services for materials and supplies for fabricated metal manufacturing
1847,672010113,"Wholesaling services for agricultural, construction, forestry, mining and oil well and pipeline machinery and equipment parts and supplies"
1848,67201011301,"Wholesaling services for agricultural, construction, forestry, mining and oil well and pipeline machinery and equipment parts and supplies"
1849,672010114,"Wholesaling services for industrial, commercial, and service industry machinery parts and supplies"
1850,67201011401,"Wholesaling services for industrial, commercial, and service industry machinery parts and supplies"
1851,672010115,Wholesaling services for materials and supplies for electronic and electrical equipment and component manufacturing
1852,67201011501,Wholesaling services for materials and supplies for electronic and electrical equipment and component manufacturing
1853,672010116,Wholesaling services for materials and supplies for agriculture
1854,67201011601,Wholesaling services for materials and supplies for agriculture
1855,672010117,Wholesaling services for materials and supplies for construction and mining
1856,67201011701,Wholesaling services for metal structural products
1857,67201011702,"Wholesaling services for nonwood roofing, siding, and insulation products "
1858,67201011703,"Wholesaling services for rough, dressed, and finished dimensional lumber, plywood and panels"
1859,67201011704,Wholesaling services for millwork
1860,67201011705,Wholesaling services for flooring and floor coverings
1861,67201011706,"Wholesaling services for plumbing, heating, and air-conditioning system products, including gas water heaters"
1862,67201011707,"Wholesaling services for electrical, communication, and lighting system products"
1863,67201011708,"Wholesaling services for paint, paint supplies, and wallpaper and supplies"
1864,67201011709,"Wholesaling services for concrete, cement, sand, gravel, stone, brick, block, and tile"
1865,67201011710,Wholesaling services for other construction materials and supplies
1866,672010118,Wholesaling services for packing and packaging materials and supplies
1867,67201011801,Wholesaling services for packing and packaging materials and supplies
1868,672010119,Wholesaling services for office and school supplies
1869,67201011901,Wholesaling services for office and school supplies
1870,672010120,Wholesaling services for miscellaneous materials and supplies
1871,67201012001,Wholesaling services for miscellaneous materials and supplies
1872,673,Retailing services for material inputs and supplies to production
1873,67301,Retailing services for material inputs and supplies to production
1874,6730101,Retailing services for material inputs and supplies to production
1875,673010101,"Retailing services for agricultural raw products, including animal byproducts"
1876,67301010101,"Retailing services for agricultural raw products, including animal byproducts"
1877,673010102,"Retailing services for fabrics, yarns, and other sewing materials and supplies"
1878,67301010201,"Retailing services for fabrics, yarns, and other sewing materials and supplies"
1879,673010103,Retailing services for farm and agricultural supplies
1880,67301010301,Retailing services for farm and agricultural supplies
1881,673010104,Retailing services for materials and supplies for construction
1882,67301010401,"Retailing services for paint, wallpaper, and supplies"
1883,67301010402,Retailing services for flooring and floor coverings
1884,67301010403,"Retailing services for plumbing, electrical, and HVAC supplies, hardware, and other building materials and supplies"
1885,673010105,"Retailing services for office and school supplies, packaging and packing materials and supplies, and miscellaneous materials and supplies"
1886,67301010501,"Retailing services for office and school supplies, packaging and packing materials and supplies, and miscellaneous materials and supplies"
1887,71,"Materials and supplies for services, except lawn and landscaping services"
1888,711,"Materials and supplies for maintenance and repair services, and related products"
1889,71101,Materials and supplies for maintenance and repair services
1890,7110101,Materials and supplies for maintenance and repair services
1891,711010101,Materials and supplies for computers and office machinery
1892,71101010101,Materials and supplies for computers and office machinery
1893,711010102,Materials and supplies for maintenance and repair of industrial machinery and transportation equipment
1894,71101010201,Lubricant and grease products
1895,71101010202,Tires and tire replacement and repair products
1896,71101010203,"Automotive chemicals, polish, and cleaners"
1897,71101010204,Engine components and rebuilt engines
1898,71101010205,Rebuilt electrical system components
1899,71101010206,"Motor vehicle steering and suspension components (excluding spring), new and rebuilt"
1900,71101010207,Motor vehicle brake parts and assemblies
1901,71101010208,Motor vehicle drive train components
1902,71101010209,Motor vehicle air-conditioning systems and components
1903,71101010210,"Radiators, radiator shells and cores, new"
1904,71101010211,"Exhaust system parts, new, including mufflers, resonators, pipes, and catalytic converters"
1905,71101010212,"Miscellaneous parts and components for motor vehicle, rail, and other transportation equipment"
1906,711010103,"Materials and supplies for maintenance and repair of agricultural, construction, mining (including oil and gas field), and related machinery and equipment"
1907,71101010301,"Materials and supplies for maintenance and repair of agricultural, construction, mining (including oil and gas field), and related machinery and equipment"
1908,711010104,Materials and supplies for maintenance and repair of industrial machinery and equipment
1909,71101010401,Materials and supplies for maintenance and repair of metalworking machinery and equipment
1910,71101010402,Materials and supplies for maintenance and repair of materials handling machinery and equipment
1911,71101010403,"Materials and supplies for maintenance and repair of electrical generation, control, and storage machinery and equipment"
1912,71101010404,Materials and supplies for maintenance and repair of other industrial machinery and equipment
1913,711010105,"Materials and supplies for maintenance and repair of commercial and service industry machinery and equipment, except cooking and food-warming"
1914,71101010501,"Materials and supplies for maintenance and repair of commercial and service industry machinery and equipment, except cooking and food-warming"
1915,711010106,Materials and supplies for maintenance and repair of miscellaneous personal and household goods
1916,71101010601,Materials and supplies for maintenance and repair of miscellaneous personal and household goods
1917,71102,Wholesaling services for materials and supplies for maintenance and repair services
1918,7110201,Wholesaling services for materials and supplies for maintenance and repair services
1919,711020101,Wholesaling services for materials and supplies for maintenance and repair services
1920,71102010101,Wholesaling services for power transmission and fluid power parts
1921,71102010102,Wholesaling services for tires and tubes
1922,71102010103,"Wholesaling services for new and rebuilt automotive parts and supplies, and trailer parts and supplies"
1923,71102010104,Wholesaling services for used automotive parts and accessories
1924,71102010105,Wholesaling services for other transportation equipment parts and supplies
1925,71102010106,Wholesaling services for lubricating oil and greases
1926,71103,Retailing services for automotive parts and supplies
1927,7110301,Retailing services for automotive parts and supplies
1928,711030101,Retailing services for automotive parts and supplies
1929,71103010101,Retailing services for automotive parts and supplies
1930,712,"Materials and supplies for services, nec., and related products"
1931,71201,"Materials and supplies for services, nec."
1932,7120101,"Materials and supplies for services, nec."
1933,712010101,"Materials and supplies for medical, dental, and veterinary services"
1934,71201010101,Biological products
1935,71201010102,Surgical and medical appliances and supplies
1936,71201010103,Dental products
1937,71201010104,"Pharmaceutical preparations for veterinary use (including medicinal premixes and medicated pet care products), except diagnostics and pet flea and tick products"
1938,712010102,"Materials and supplies for janitorial, laundry, drycleaning, and tailoring services "
1939,71201010201,"Materials and supplies for janitorial, laundry, drycleaning, and tailoring services "
1940,712010103,Materials and supplies for photographic services
1941,71201010301,Materials and supplies for photographic services
1942,712010104,"Miscellaneous materials and supplies for services, nec."
1943,71201010401,"Miscellaneous materials and supplies for services, nec."
1944,71202,"Wholesaling services for  materials and supplies for service industries, nec."
1945,7120201,"Wholesaling services for  materials and supplies for service industries, nec."
1946,712020101,"Wholesaling services for  materials and supplies for service industries, nec."
1947,71202010101,"Wholesaling services for medical and dental instruments and supplies, including prescription veterinary medicines"
1948,71202010102,Wholesaling services for photographic supplies
1949,71202010103,"Wholesaling services for household, industrial and janitorial cleaning chemicals and supplies"
1950,71202010104,"Wholesaling services for disposable paper and plastic products and other materials and supplies for service industries, nec."
1951,74,Scientific and technical services
1952,741,Scientific and technical services
1953,74101,Scientific and technical services
1954,7410101,Scientific and technical services
1955,741010101,Information technology (IT) design and development services
1956,74101010101,Information technology (IT) design and development services
1957,741010102,"Specialized design services, except interior design"
1958,74101010201,Industrial design services
1959,74101010202,"Graphic design services, except advertising graphic design "
1960,74101010203,"Clothing and other specialized design services, nec."
1961,741010103,"Testing services, except automotive regulatory safety and emissions inspection services"
1962,74101010301,Testing services
1963,74101010302,Calibration services for instruments and reference materials
1964,74101010303,Product certification services
1965,74101010304,Management system registration services
1966,74101010305,Commercial inspection services
1967,74101010306,"Consulting services, testing and related fields"
1968,741010104,Geophysical surveying and mapping services
1969,74101010401,Geophysical data acquisition services
1970,74101010402,Geophysical data processing services
1971,74101010403,Geophysical data interpretation services
1972,74101010404,"Integrated geophysical services, except oil and gas well logging"
1973,741010105,Drilling and other support activities for mining
1974,74101010501,Drilling and other support activities for oil and gas mining
1975,74101010502,Drilling and other support activities for coal mining and metallic and nonmetallic minerals mining
1976,741010106,Weather forecasting services
1977,74101010601,Weather forecasting services
1978,741010107,Economic consulting services
1979,74101010701,Economic consulting services
1980,741010108,"Scientific and technical consulting services, nec."
1981,74101010801,"Scientific and technical consulting services, nec."
1982,77,"Advertising, public relations, and communications and information services"
1983,771,"Advertising, public relations, and communications and information services"
1984,77101,"Advertising, marketing research, and related services"
1985,7710101,"Advertising space, time, and similar services"
1986,771010101,"Advertising space, time, and similar services"
1987,77101010101,Advertising space in printed publications 
1988,77101010102,Television air time for advertising
1989,77101010103,Radio air time for advertising
1990,77101010104,Internet advertising
1991,77101010105,Leased display advertising media space
1992,77101010106,"Other advertising space, time, and similar services"
1993,7710102,"Advertising planning, production, and implementation services"
1994,771010201,Comprehensive advertising services
1995,77101020101,Multiple advertising services
1996,77101020102,"Direct marketing services, full-service"
1997,77101020103,"Direct mail advertising, full-service"
1998,77101020104,"Advertising creative services, including advertising graphic design services"
1999,771010202,Advertising intermediary services
2000,77101020201,Media planning and/or buying services
2001,77101020202,Sales agent services for advertising space and time
2002,771010203,Individual direct mail advertising services
2003,77101020301,Concept development services for direct mail advertising campaigns
2004,77101020302,Letter shop services
2005,77101020303,Mailing lists
2006,77101020304,Other direct mail advertising services
2007,771010204,Other advertising services
2008,77101020401,"Distribution services for advertising materials, other than by mail"
2009,77101020402,Coordination of production and delivery of premiums (advertising specialties)
2010,77101020403,Product or merchandise demonstrations
2011,77101020404,"Other advertising services, nec."
2012,771010205,Telemarketing and call support services
2013,77101020501,Telemarketing and call support services
2014,7710103,Marketing research and public opinion polling services
2015,771010301,Marketing research and public opinion polling services
2016,77101030101,Marketing research services
2017,77101030102,Public opinion research and polling services
2018,77101030103,Statistical sampling and survey design services
2019,77102,Public relations and related services
2020,7710201,Public relations and related services
2021,771020101,Public relations and related services
2022,77102010101,Full public relations services
2023,77102010102,Media relations services
2024,77102010103,Crisis management services
2025,77102010104,Lobbying services
2026,77102010105,Event management services
2027,77102010106,Media monitoring and analysis services
2028,77102010107,Fundraising organization services
2029,77103,"Publishing related services, except publications"
2030,7710301,"Publishing related services, except publications"
2031,771030101,"Publishing related services, except publications"
2032,77103010101,Contract publishing services
2033,77103010102,"Consulting services, book publishing"
2034,77104,Broadcasting services
2035,7710401,Broadcasting services
2036,771040101,Broadcasting services
2037,77104010101,Television air time for programs
2038,77104010102,Radio air time for programs
2039,77105,Motion picture and video services
2040,7710501,Motion picture and video services
2041,771050101,Motion picture and video services
2042,77105010101,Preproduction services for audiovisual works
2043,77105010102,Postproduction services for audiovisual works
2044,77105010103,Motion picture film laboratory services
2045,77105010104,Support services for production of audiovisual works
2046,77105010105,"Duplication and copying (except large-run) services for audiovisual works, digital and video"
2047,77106,Record and sound recording services
2048,7710601,Record and sound recording services
2049,771060101,Record and sound recording services
2050,77106010101,Studio recording services
2051,77106010102,Live recording services
2052,77106010103,Support services for sound recording by others
2053,77106010104,Audio transfer services
2054,77107,Communications and information and related services
2055,7710701,Communications and information and related services
2056,771070101,"Carrier services, Internet backbone services, Internet access, and telephone and related services"
2057,77107010101,Carrier services and Internet backbone services
2058,77107010102,"Internet access, always-on, business"
2059,77107010103,Telephone and related services
2060,771070102,Information technology (IT) technical consulting services
2061,77107010201,Information technology (IT) technical consulting services
2062,771070103,"Hosting, data processing, and information technology (IT) infrastructure provisioning services"
2063,77107010301,Web site hosting services
2064,77107010302,Application service provisioning
2065,77107010303,Business process management services
2066,77107010304,Collocation services
2067,77107010305,Data storage services
2068,77107010306,Data management services
2069,77107010307,Video and audio streaming services
2070,77107010308,Other data processing or IT infrastructure provisioning services
2071,771070104,IT infrastructure and network management services
2072,77107010401,IT infrastructure and network management services
2073,771070105,IT technical support services
2074,77107010501,IT technical support services
2075,771070106,Information and document transformation services
2076,77107010601,Information and document transformation services
2077,771070107,Directory and database services
2078,77107010701,Directories
2079,77107010702,Databases and other collections of information
2080,771070108,Other information services
2081,77107010801,Other information services
2082,77108,Translation and interpretation and related services
2083,7710801,Translation and interpretation and related services
2084,771080101,Translation and interpretation and related services
2085,77108010101,Translation and interpretation and related services
2086,77109,Photographic services
2087,7710901,Photographic services
2088,771090101,Photographic services
2089,77109010101,Convention and meeting photography services
2090,77109010102,Commercial and industrial photography services
2091,77109010103,Photofinishing services
2092,81,"Accounting, management, administrative, and miscellaneous services"
2093,811,"Accounting, management, administrative, and miscellaneous services"
2094,81101,"Management consulting services, except IT consulting"
2095,8110101,"Management consulting services, except IT consulting"
2096,811010101,"Management consulting services, except IT consulting"
2097,81101010101,Strategic management consulting and implementation services
2098,81101010102,Financial management consulting and implementation services for businesses and government
2099,81101010103,Marketing management consulting and implementation services
2100,81101010104,Human resources management consulting and implementation services
2101,81101010105,Operations and supply chain management consulting and implementation services
2102,81102,"Contract management and operation services, except property and construction project management"
2103,8110201,Managed services
2104,811020101,Facility support services
2105,81102010101,Facility support services
2106,811020102,Document preparation services and related products
2107,81102010201,Document preparation services
2108,81102010202,"Copying, reproduction, and fax transmission services"
2109,81102010203,Document finishing services
2110,81102010204,Mailroom services and related products
2111,8110202,Bundled head-office services to the enterprise
2112,811020201,Bundled head-office services to the enterprise
2113,81102020101,Bundled head-office services to the enterprise
2114,8110203,"Project management services, except construction"
2115,811020301,"Project management services, except construction"
2116,81102030101,"Project management services, except construction"
2117,8110204,"Career management and representation services for artists, athletes, entertainers, and other public figures"
2118,811020401,"Career management and representation services for artists, athletes, entertainers, and other public figures"
2119,81102040101,Career management services
2120,81102040102,Representation services
2121,8110205,"Management, operation, and support services for transportation systems"
2122,811020501,"Management, operation, and support services for transportation systems"
2123,81102050101,Management and operation services for transportation systems
2124,811020502,Air transportation support services
2125,81102050201,Air traffic control services
2126,81102050202,Fixed-base-operator (FBO) services
2127,81102050203,Airport operation and administration services
2128,81102050204,"Other air transportation support services, nec."
2129,811020503,Rail transportation support services
2130,81102050301,Rail transportation support services
2131,811020504,Water transportation support services
2132,81102050401,Marine facility services
2133,81102050402,Navigational services for marine vessels
2134,81102050403,Marine salvage services
2135,81102050404,"Water transportation support services, nec."
2136,811020505,Road transportation support services
2137,81102050501,Road transportation support services
2138,81103,"Accounting and related services (except IT support services) for trade, professional, and business"
2139,8110301,Financial assurance and related services
2140,811030101,Financial assurance and related services
2141,81103010101,Financial auditing services
2142,81103010102,Tax auditing services
2143,81103010103,Financial statement review engagements and agreed-upon procedures for financial information
2144,81103010104,"Financial assurance and related services, nec."
2145,8110302,Non-financial assurance and related services
2146,811030201,Non-financial assurance and related services
2147,81103020101,Non-financial assurance and related services
2148,8110303,"General accounting, bookkeeping, compilation, payroll, and tax preparation and representation services"
2149,811030301,"General accounting, bookkeeping, compilation, payroll, and tax preparation and representation services"
2150,81103030101,General accounting services
2151,81103030102,Bookkeeping and compilation services
2152,81103030103,Payroll services
2153,81103030104,Tax preparation and representation services
2154,81104,"Miscellaneous services, nec."
2155,8110401,"Miscellaneous services, nec."
2156,811040101,"Miscellaneous services, nec."
2157,81104010101,Armored car services
2158,81104010102,"Aerial support services, nec."
2159,81104010103,"Agriculture support services, nec."
2160,81104010104,"Forestry support services, nec."
2161,81104010105,"Conservation services for artistic, historical, and cultural works"
2162,81104010106,Bodyguard services
2163,81104010107,Business and professional association membership services
2164,81104010108,"Appraisal services, nec."
2165,81104010109,Race animal training services and animal (except  pet) boarding services
2166,81104010110,Commercial laundry services
2167,81104010111,Laundry and drycleaning agency services
2168,81104010112,Uniform rental and linen supply services
2169,81104010113,"Other miscellaneous services, nec. "
2170,84,Contract manufacturing and related services 
2171,841,Contract manufacturing and related services 
2172,84101,Contract manufacturing and related services 
2173,8410101,Contract manufacturing and related services 
2174,841010101,Contract manufacturing and related services 
2175,84101010101,Food and beverage manufacturing services
2176,84101010102,Tobacco manufacturing services
2177,84101010103,Textile manufacturing services
2178,84101010104,Apparel manufacturing services
2179,84101010105,Wood product manufacturing services
2180,84101010106,Paper manufacturing services
2181,84101010107,Printing and related manufacturing services
2182,84101010108,Petroleum and coal product manufacturing services
2183,84101010109,Chemical manufacturing services
2184,84101010110,Plastics and rubber products manufacturing services
2185,84101010111,"Clay, glass, cement, and other nonmetallic minerals products manufacturing services"
2186,84101010112,Metal processing and metalworking manufacturing services
2187,84101010113,Machinery manufacturing services
2188,84101010114,Electronic and electrical manufacturing services
2189,84101010115,Transportation equipment manufacturing services
2190,84101010116,Furniture and related product manufacturing services
2191,84101010117,"Contract manufacturing services, nec."
2192,87,Public administration services
2193,871,Public administration services
2194,87101,Public administration services
2195,8710101,Public administration services
2196,871010101,Public administration services
2197,87101010101,Public administration services
